date, time, CPNUM, M(1;0), M(2;0), M(3;0), Copt, 
2019-03-27, 15:11:05, 124891, 27.72, 1027.99, 45461.85, 0.42, 
2019-03-27, 15:12:22, 136780, 27.74, 1032.00, 45922.14, 0.43, 
2019-03-27, 15:13:39, 120088, 27.68, 1023.93, 45249.44, 0.43, 
2019-03-27, 15:14:56, 131009, 27.57, 1020.07, 45199.56, 0.42, 
2019-03-27, 15:16:11, 129155, 27.51, 1015.23, 44655.76, 0.42, 
2019-03-27, 15:17:28, 127394, 27.39, 1007.24, 44247.90, 0.42, 
2019-03-27, 15:18:45, 130820, 27.41, 1012.95, 44868.42, 0.42, 
2019-03-27, 15:20:02, 125912, 27.48, 1012.00, 44587.35, 0.42, 
2019-03-27, 15:21:19, 125864, 27.57, 1023.06, 45489.87, 0.42, 
2019-03-27, 15:22:36, 127513, 27.36, 1006.46, 44207.01, 0.42, 
2019-03-27, 15:23:54, 134341, 27.17, 992.22, 43362.36, 0.42, 
2019-03-27, 15:25:11, 125309, 27.24, 996.72, 43661.53, 0.42, 
2019-03-27, 15:26:28, 133035, 27.07, 986.83, 43066.84, 0.41, 
2019-03-27, 15:27:44, 134517, 27.19, 994.28, 43471.36, 0.42, 
2019-03-27, 15:29:03, 130165, 27.01, 984.60, 42971.59, 0.41, 
2019-03-27, 15:30:21, 130755, 27.02, 982.07, 42589.52, 0.41, 
2019-03-27, 15:31:40, 126726, 26.99, 982.97, 42774.02, 0.41, 
2019-03-27, 15:33:02, 122928, 26.68, 964.55, 41799.63, 0.41, 
2019-03-27, 15:34:23, 123710, 26.79, 965.91, 41799.56, 0.41, 
2019-03-27, 15:35:43, 128214, 26.81, 969.88, 41866.75, 0.41, 
2019-03-27, 15:37:03, 128509, 26.63, 958.77, 41311.96, 0.40, 
2019-03-27, 15:38:24, 120028, 26.62, 959.98, 41465.11, 0.41, 
2019-03-27, 15:39:44, 127886, 26.46, 949.20, 41822.02, 0.41, 
2019-03-27, 15:41:05, 130728, 26.53, 950.91, 40670.22, 0.41, 
2019-03-27, 15:42:25, 127424, 26.39, 939.53, 40147.10, 0.40, 
2019-03-27, 15:43:45, 120349, 26.21, 933.30, 39849.16, 0.41, 
2019-03-27, 15:45:07, 117620, 26.35, 940.48, 40100.61, 0.40, 
2019-03-27, 15:46:25, 120568, 26.28, 939.33, 40256.98, 0.40, 
2019-03-27, 15:47:44, 134477, 26.33, 939.12, 40224.05, 0.40, 
2019-03-27, 15:49:03, 125280, 26.27, 935.64, 39735.33, 0.41, 
2019-03-27, 15:50:25, 130931, 26.32, 941.07, 46266.83, 0.41, 
2019-03-27, 15:51:43, 127969, 26.04, 921.45, 39021.05, 0.40, 
2019-03-27, 15:53:05, 127924, 26.10, 923.30, 39078.33, 0.40, 
2019-03-27, 15:54:26, 131882, 26.03, 922.98, 39248.33, 0.40, 
2019-03-27, 15:55:50, 130563, 25.90, 911.93, 38422.75, 0.40, 
2019-03-27, 15:57:10, 129215, 25.75, 900.59, 37754.29, 0.39, 
2019-03-27, 15:58:35, 128693, 25.81, 908.21, 38215.40, 0.40, 
2019-03-27, 15:59:57, 131087, 25.64, 897.98, 37720.18, 0.39, 
2019-03-27, 16:01:24, 125849, 25.80, 906.95, 38127.32, 0.40, 
2019-03-27, 16:02:48, 131082, 25.54, 890.84, 37246.96, 0.39, 
2019-03-27, 16:04:11, 129479, 25.58, 892.86, 37297.00, 0.40, 
2019-03-27, 16:05:35, 128849, 25.60, 897.33, 37718.74, 0.40, 
2019-03-27, 16:06:58, 128089, 25.45, 884.31, 36831.10, 0.39, 
2019-03-27, 16:08:23, 129857, 25.44, 882.67, 36624.49, 0.39, 
2019-03-27, 16:09:45, 131730, 25.42, 883.71, 37067.28, 0.39, 
2019-03-27, 16:11:05, 131104, 25.46, 884.45, 36693.69, 0.39, 
2019-03-27, 16:12:28, 139349, 25.28, 871.28, 35904.96, 0.39, 
2019-03-27, 16:13:47, 132247, 25.27, 872.92, 36170.49, 0.39, 
2019-03-27, 16:15:13, 126252, 25.26, 870.75, 35961.18, 0.38, 
2019-03-27, 16:16:41, 136433, 25.08, 865.13, 35950.17, 0.39, 
2019-03-27, 16:18:06, 136764, 25.03, 859.20, 35372.79, 0.39, 
2019-03-27, 16:19:34, 135234, 25.18, 867.01, 35827.21, 0.39, 
2019-03-27, 16:20:56, 134349, 25.03, 859.98, 35513.20, 0.38, 
2019-03-27, 16:22:19, 135202, 24.99, 857.50, 35317.78, 0.39, 
2019-03-27, 16:23:44, 135913, 25.01, 856.70, 35168.24, 0.39, 
2019-03-27, 16:25:09, 127538, 24.77, 844.55, 34551.09, 0.39, 
2019-03-27, 16:26:35, 132523, 24.76, 846.27, 34803.20, 0.38, 
2019-03-27, 16:27:59, 132141, 24.79, 847.57, 34909.11, 0.38, 
2019-03-27, 16:29:18, 169535, 24.73, 841.82, 34442.27, 0.39, 
2019-03-27, 16:30:58, 136010, 24.47, 826.62, 33552.41, 0.38, 
2019-03-27, 16:32:18, 129198, 24.65, 838.37, 34839.60, 0.38, 
2019-03-27, 16:33:38, 130583, 24.63, 836.86, 34219.63, 0.38, 
2019-03-27, 16:35:02, 147655, 24.47, 827.02, 33617.85, 0.38, 
2019-03-27, 16:36:28, 137840, 24.72, 841.92, 34473.46, 0.39, 
2019-03-27, 16:37:54, 130189, 24.49, 828.12, 33705.40, 0.38, 
2019-03-27, 16:51:58, 135147, 24.16, 811.41, 32952.64, 0.38, 
2019-03-27, 16:53:19, 146760, 24.01, 800.64, 32243.00, 0.38, 
2019-03-27, 16:54:37, 136352, 23.93, 793.43, 31714.87, 0.37, 
2019-03-27, 16:55:55, 142222, 24.16, 809.45, 32703.20, 0.38, 
2019-03-27, 16:57:15, 150821, 23.96, 798.27, 32171.82, 0.38, 
2019-03-27, 16:58:34, 144012, 24.02, 799.04, 32089.90, 0.38, 
2019-03-27, 16:59:52, 146733, 23.93, 793.70, 31801.09, 0.37, 
2019-03-27, 17:01:12, 144327, 23.89, 794.64, 31954.57, 0.38, 
2019-03-27, 17:02:31, 140414, 23.96, 797.61, 32066.52, 0.38, 
2019-03-27, 17:03:48, 148609, 23.81, 789.67, 31660.06, 0.38, 
2019-03-27, 17:05:08, 149110, 23.66, 780.05, 31149.23, 0.38, 
2019-03-27, 17:06:27, 140041, 23.95, 793.87, 31755.90, 0.38, 
2019-03-27, 17:07:44, 143680, 23.76, 785.19, 31332.93, 0.38, 
2019-03-27, 17:09:02, 151931, 23.79, 787.64, 31610.47, 0.38, 
2019-03-27, 17:10:20, 137856, 23.92, 791.87, 31636.34, 0.38, 
2019-03-27, 17:11:39, 153530, 23.78, 788.88, 31625.14, 0.38, 
2019-03-27, 17:12:58, 151139, 23.77, 787.40, 31504.15, 0.38, 
2019-03-27, 17:14:16, 147352, 23.69, 780.83, 31085.13, 0.38, 
2019-03-27, 17:15:37, 148184, 23.59, 779.16, 31236.42, 0.37, 
2019-03-27, 17:16:55, 145603, 23.64, 779.78, 31165.59, 0.37, 
2019-03-27, 17:18:13, 140007, 23.52, 770.97, 30572.64, 0.37, 
2019-03-27, 17:19:32, 146865, 23.51, 769.06, 30431.97, 0.37, 
2019-03-27, 17:20:50, 152222, 23.54, 773.21, 31627.79, 0.38, 
2019-03-27, 17:22:11, 147716, 23.42, 764.97, 30331.94, 0.38, 
2019-03-27, 17:23:32, 141256, 23.48, 770.33, 30620.52, 0.38, 
2019-03-27, 17:24:51, 132671, 23.45, 770.87, 35918.14, 0.37, 
2019-03-27, 17:26:09, 149479, 23.34, 762.45, 30215.92, 0.37, 
2019-03-27, 17:27:27, 142659, 23.30, 759.78, 29983.73, 0.37, 
2019-03-27, 17:28:48, 147534, 23.15, 752.66, 29745.52, 0.37, 
2019-03-27, 17:30:06, 147637, 23.46, 771.46, 30860.03, 0.38, 
2019-03-27, 17:31:25, 152923, 23.24, 755.36, 29852.02, 0.37, 
2019-03-27, 17:32:44, 145529, 23.34, 760.90, 30111.90, 0.37, 
2019-03-27, 17:34:05, 159744, 23.14, 750.42, 29546.02, 0.37, 
2019-03-27, 17:35:22, 148253, 23.28, 758.49, 30026.95, 0.37, 
2019-03-27, 17:36:43, 149102, 23.17, 755.11, 29961.63, 0.37, 
2019-03-27, 17:38:04, 148140, 23.22, 753.93, 29739.49, 0.37, 
2019-03-27, 17:39:24, 151817, 23.17, 753.61, 29796.17, 0.37, 
2019-03-27, 17:40:42, 147951, 23.24, 756.35, 29904.37, 0.37, 
2019-03-27, 17:42:02, 152906, 23.04, 744.30, 29259.46, 0.37, 
2019-03-27, 17:43:20, 142850, 22.98, 741.54, 29119.71, 0.37, 
2019-03-27, 17:44:42, 144944, 23.20, 755.71, 29941.32, 0.37, 
2019-03-27, 17:46:02, 158948, 22.99, 743.77, 29319.77, 0.37, 
2019-03-27, 17:47:22, 156001, 22.86, 735.42, 28868.06, 0.37, 
2019-03-27, 17:48:41, 149288, 22.89, 738.43, 29053.94, 0.37, 
2019-03-27, 17:50:00, 146768, 22.99, 742.98, 29282.72, 0.37, 
2019-03-27, 17:51:18, 149697, 22.80, 732.99, 28711.57, 0.37, 
2019-03-27, 17:52:37, 156013, 22.95, 741.34, 29195.73, 0.37, 
2019-03-27, 17:53:56, 147169, 22.85, 732.78, 28597.35, 0.37, 
2019-03-27, 17:55:14, 150423, 22.94, 741.07, 29290.46, 0.37, 
2019-03-27, 17:56:32, 143030, 22.91, 736.68, 28893.10, 0.37, 
2019-03-27, 17:57:52, 147172, 22.63, 722.77, 28174.59, 0.36, 
2019-03-27, 17:59:10, 152933, 22.76, 728.67, 28435.92, 0.36, 
2019-03-27, 18:00:31, 148674, 22.75, 729.20, 29434.93, 0.37, 
2019-03-27, 18:01:50, 157255, 22.79, 732.05, 28703.39, 0.37, 
2019-03-27, 18:03:10, 150720, 22.71, 730.64, 28797.63, 0.37, 
2019-03-27, 18:04:30, 146773, 22.84, 735.43, 28883.27, 0.37, 
2019-03-27, 18:05:52, 147396, 22.71, 725.75, 28344.29, 0.37, 
2019-03-27, 18:07:11, 156219, 22.65, 724.24, 28295.13, 0.37, 
2019-03-27, 18:08:30, 148458, 22.60, 723.03, 28305.90, 0.37, 
2019-03-27, 18:09:49, 154506, 22.69, 724.81, 28256.76, 0.37, 
2019-03-27, 18:11:09, 152701, 22.64, 725.95, 28560.73, 0.37, 
2019-03-27, 18:12:27, 155238, 22.55, 720.88, 28180.16, 0.37, 
2019-03-27, 18:13:45, 152890, 22.36, 707.64, 27392.79, 0.37, 
2019-03-27, 18:15:05, 159218, 22.40, 710.47, 27538.86, 0.37, 
2019-03-27, 18:16:23, 148073, 22.48, 713.60, 27657.15, 0.37, 
2019-03-27, 18:17:43, 148660, 22.35, 708.25, 27465.39, 0.37, 
2019-03-27, 18:19:00, 151253, 22.29, 705.73, 27346.46, 0.37, 
2019-03-27, 18:20:18, 149189, 22.56, 717.90, 27871.41, 0.37, 
2019-03-27, 18:21:39, 153738, 22.39, 708.55, 27363.53, 0.37, 
2019-03-27, 18:23:00, 153009, 22.21, 702.93, 27238.05, 0.37, 
2019-03-27, 18:24:17, 149072, 22.35, 708.99, 27545.77, 0.37, 
2019-03-27, 18:25:37, 153226, 22.28, 703.60, 27217.86, 0.37, 
2019-03-27, 18:26:54, 155338, 22.29, 703.60, 27133.83, 0.37, 
2019-03-27, 18:28:14, 156059, 22.39, 712.46, 27776.19, 0.37, 
2019-03-27, 18:29:31, 160309, 22.38, 708.60, 27412.16, 0.37, 
2019-03-27, 18:30:49, 152075, 22.25, 703.47, 27236.76, 0.37, 
2019-03-27, 18:32:08, 150052, 22.14, 694.91, 26699.72, 0.37, 
2019-03-27, 18:33:28, 149415, 22.20, 699.03, 27009.55, 0.37, 
2019-03-27, 18:34:48, 154654, 22.12, 696.51, 26956.30, 0.37, 
2019-03-27, 18:36:08, 159304, 22.12, 696.92, 26950.12, 0.37, 
2019-03-27, 18:37:29, 155310, 22.14, 696.75, 26862.93, 0.37, 
2019-03-27, 18:38:46, 157687, 22.07, 693.50, 26792.09, 0.37, 
2019-03-27, 18:40:05, 157671, 22.08, 692.00, 26857.31, 0.37, 
2019-03-27, 18:41:24, 153455, 22.09, 692.18, 26559.51, 0.37, 
2019-03-27, 18:42:43, 163407, 22.04, 690.64, 26528.43, 0.37, 
2019-03-27, 18:44:02, 149281, 22.01, 687.22, 26244.14, 0.36, 
2019-03-27, 18:45:20, 153972, 21.95, 685.25, 26251.41, 0.37, 
2019-03-27, 18:46:38, 150830, 21.97, 687.63, 26507.45, 0.37, 
2019-03-27, 18:47:56, 153536, 22.06, 691.00, 26547.31, 0.37, 
2019-03-27, 18:49:14, 158082, 22.02, 690.51, 26565.34, 0.37, 
2019-03-27, 18:50:33, 156653, 21.88, 681.15, 26025.92, 0.37, 
2019-03-27, 18:51:50, 152323, 21.71, 673.20, 25677.40, 0.36, 
2019-03-27, 18:53:09, 157325, 21.75, 676.76, 25896.31, 0.36, 
2019-03-27, 18:54:28, 151233, 21.88, 681.56, 26133.54, 0.36, 
2019-03-27, 18:55:46, 158013, 21.93, 684.80, 26272.49, 0.37, 
2019-03-27, 18:57:04, 154413, 21.77, 678.92, 26078.10, 0.37, 
2019-03-27, 18:58:22, 158672, 21.70, 671.68, 25502.93, 0.37, 
2019-03-27, 18:59:41, 164225, 21.77, 675.99, 25814.15, 0.37, 
2019-03-27, 19:01:00, 165245, 21.70, 671.88, 25554.95, 0.37, 
2019-03-27, 19:02:18, 156081, 21.62, 667.74, 25317.69, 0.37, 
2019-03-27, 19:03:36, 158514, 21.81, 677.56, 26624.67, 0.37, 
2019-03-27, 19:04:54, 159070, 21.60, 667.05, 25367.49, 0.37, 
2019-03-27, 19:06:14, 161505, 21.62, 670.39, 25612.99, 0.37, 
2019-03-27, 19:07:34, 158081, 21.66, 672.47, 25707.13, 0.37, 
2019-03-27, 19:08:53, 158677, 21.67, 672.50, 25755.58, 0.37, 
2019-03-27, 19:10:14, 158685, 21.70, 673.57, 25898.79, 0.37, 
2019-03-27, 19:11:34, 163399, 21.60, 670.24, 30182.90, 0.37, 
2019-03-27, 19:12:54, 159991, 21.56, 662.88, 25060.10, 0.36, 
2019-03-27, 19:14:13, 158007, 21.53, 663.99, 25269.98, 0.37, 
2019-03-27, 19:15:31, 160254, 21.62, 671.33, 25715.14, 0.37, 
2019-03-27, 19:16:53, 174269, 21.58, 666.33, 25342.04, 0.37, 
2019-03-27, 19:18:12, 160704, 21.51, 661.68, 25104.81, 0.37, 
2019-03-27, 19:19:30, 160268, 21.40, 658.80, 25051.11, 0.37, 
2019-03-27, 19:20:49, 156490, 21.37, 655.96, 24890.81, 0.36, 
2019-03-27, 19:22:10, 166241, 21.44, 658.35, 24896.70, 0.37, 
2019-03-27, 19:23:29, 159301, 21.42, 658.88, 25045.07, 0.37, 
2019-03-27, 19:24:48, 156684, 21.39, 655.75, 24852.59, 0.36, 
2019-03-27, 19:26:07, 159639, 21.45, 662.15, 28315.53, 0.37, 
2019-03-27, 19:27:26, 163938, 21.28, 652.15, 25142.21, 0.36, 
2019-03-27, 19:28:45, 163793, 21.24, 648.71, 24489.68, 0.36, 
2019-03-27, 19:30:07, 161947, 21.29, 650.84, 24516.27, 0.37, 
2019-03-27, 19:31:27, 161918, 21.21, 646.57, 24347.28, 0.36, 
2019-03-27, 19:32:46, 158430, 21.24, 647.21, 24375.23, 0.36, 
2019-03-27, 19:34:05, 162074, 21.21, 647.38, 24448.42, 0.36, 
2019-03-27, 19:35:25, 164448, 21.09, 637.18, 23755.15, 0.36, 
2019-03-27, 19:36:44, 157889, 21.15, 642.47, 25514.21, 0.36, 
2019-03-27, 19:38:03, 164278, 21.16, 645.11, 24367.10, 0.36, 
2019-03-27, 19:39:20, 159912, 20.98, 633.02, 23620.13, 0.36, 
2019-03-27, 19:40:39, 162498, 21.19, 647.29, 24485.27, 0.36, 
2019-03-27, 19:41:59, 159542, 21.07, 638.13, 23894.60, 0.36, 
2019-03-27, 19:43:18, 164039, 21.17, 644.46, 24295.36, 0.36, 
2019-03-27, 19:44:37, 164835, 20.95, 632.20, 23653.20, 0.36, 
2019-03-27, 19:45:55, 162154, 21.09, 641.90, 24194.81, 0.37, 
2019-03-27, 19:47:15, 153468, 20.97, 635.18, 23833.63, 0.36, 
2019-03-27, 19:48:33, 164185, 21.03, 637.48, 23905.07, 0.36, 
2019-03-27, 19:49:51, 161999, 20.91, 632.47, 23758.81, 0.36, 
2019-03-27, 19:51:09, 167150, 21.06, 639.05, 24009.89, 0.36, 
2019-03-27, 19:52:27, 159720, 20.91, 629.73, 23554.98, 0.36, 
2019-03-27, 19:53:47, 150090, 21.00, 635.13, 23766.21, 0.36, 
2019-03-27, 19:55:05, 162256, 20.94, 631.33, 23592.46, 0.36, 
2019-03-27, 19:56:23, 167353, 20.97, 635.97, 23962.03, 0.36, 
2019-03-27, 19:57:43, 169389, 20.87, 626.51, 23278.95, 0.36, 
2019-03-27, 19:59:01, 159452, 20.94, 632.36, 23654.36, 0.36, 
2019-03-27, 20:00:21, 159918, 20.86, 631.25, 23722.85, 0.36, 
2019-03-27, 20:01:40, 168132, 20.92, 630.22, 23596.80, 0.36, 
2019-03-27, 20:02:58, 166796, 21.00, 637.03, 24005.86, 0.37, 
2019-03-27, 20:04:17, 163416, 20.83, 627.32, 23463.49, 0.36, 
2019-03-27, 20:05:37, 174980, 20.66, 616.69, 22856.51, 0.36, 
2019-03-27, 20:06:55, 166845, 20.76, 623.63, 23275.96, 0.36, 
2019-03-27, 20:08:15, 175462, 20.69, 618.36, 22936.13, 0.36, 
2019-03-27, 20:09:34, 165205, 20.79, 627.12, 23526.66, 0.36, 
2019-03-27, 20:10:53, 166577, 20.72, 620.63, 23103.13, 0.36, 
2019-03-27, 20:12:11, 161111, 20.74, 622.45, 23175.36, 0.36, 
2019-03-27, 20:13:30, 161991, 20.69, 620.51, 23155.43, 0.36, 
2019-03-27, 20:14:47, 170718, 20.68, 619.66, 23078.47, 0.36, 
2019-03-27, 20:16:05, 165883, 20.63, 614.80, 22776.01, 0.36, 
2019-03-27, 20:17:22, 163761, 20.71, 619.80, 23007.76, 0.36, 
2019-03-27, 20:18:42, 180743, 20.67, 617.82, 22929.17, 0.36, 
2019-03-27, 20:20:01, 160428, 20.51, 610.61, 22657.29, 0.35, 
2019-03-27, 20:21:20, 165635, 20.61, 613.66, 22699.15, 0.36, 
2019-03-27, 20:22:38, 171689, 20.37, 600.52, 22056.60, 0.35, 
2019-03-27, 20:23:56, 164589, 20.47, 607.56, 22479.62, 0.35, 
2019-03-27, 20:25:13, 162780, 20.56, 613.73, 22871.11, 0.36, 
2019-03-27, 20:26:31, 166754, 20.49, 608.36, 22503.72, 0.36, 
2019-03-27, 20:27:50, 163328, 20.58, 613.56, 22792.15, 0.36, 
2019-03-27, 20:29:10, 170002, 20.43, 606.55, 22420.79, 0.36, 
2019-03-27, 20:30:28, 171617, 20.46, 606.69, 22426.34, 0.36, 
2019-03-27, 20:31:48, 162589, 20.58, 612.24, 22650.74, 0.36, 
2019-03-27, 20:33:06, 170079, 20.53, 611.39, 22653.01, 0.36, 
2019-03-27, 20:34:23, 173582, 20.56, 613.34, 22794.14, 0.36, 
2019-03-27, 20:35:41, 172561, 20.56, 613.13, 22761.48, 0.36, 
2019-03-27, 20:37:01, 176644, 20.44, 605.09, 22333.89, 0.36, 
2019-03-27, 20:38:18, 165224, 20.52, 608.68, 22459.57, 0.36, 
2019-03-27, 20:39:36, 173120, 20.59, 612.65, 22644.56, 0.36, 
2019-03-27, 20:40:56, 173873, 20.43, 607.92, 22578.49, 0.36, 
2019-03-27, 20:42:13, 174376, 20.48, 608.33, 22543.00, 0.37, 
2019-03-27, 20:43:30, 175837, 20.54, 614.18, 22922.78, 0.37, 
2019-03-27, 20:44:50, 175560, 20.45, 606.21, 22366.19, 0.37, 
2019-03-27, 20:46:08, 173930, 20.37, 603.53, 22279.18, 0.36, 
2019-03-27, 20:47:27, 178275, 20.44, 605.51, 22298.90, 0.36, 
2019-03-27, 20:48:44, 175244, 20.50, 609.20, 22573.77, 0.37, 
2019-03-27, 20:50:04, 169319, 20.47, 607.75, 22468.26, 0.37, 
2019-03-27, 20:51:23, 172605, 20.27, 598.32, 22075.98, 0.36, 
2019-03-27, 20:52:42, 172657, 20.36, 602.64, 22274.64, 0.36, 
2019-03-27, 20:54:01, 172953, 20.35, 599.31, 21958.66, 0.37, 
2019-03-27, 20:55:18, 170746, 20.38, 603.71, 22304.67, 0.37, 
2019-03-27, 20:56:36, 172141, 20.37, 604.62, 22402.13, 0.36, 
2019-03-27, 20:57:56, 171815, 20.35, 601.74, 22217.63, 0.37, 
2019-03-27, 20:59:14, 163425, 20.37, 601.84, 22152.58, 0.36, 
2019-03-27, 21:00:33, 184218, 20.28, 596.33, 21842.26, 0.36, 
2019-03-27, 21:01:52, 175631, 20.16, 593.78, 22028.07, 0.36, 
2019-03-27, 21:03:10, 168610, 20.18, 593.53, 21843.65, 0.36, 
2019-03-27, 21:04:27, 173590, 20.17, 592.28, 21727.57, 0.36, 
2019-03-27, 21:05:44, 178859, 20.13, 589.54, 21561.65, 0.36, 
2019-03-27, 21:07:02, 185295, 20.28, 595.90, 21809.19, 0.36, 
2019-03-27, 21:08:19, 175369, 20.11, 589.73, 21610.72, 0.36, 
2019-03-27, 21:09:37, 181372, 20.09, 587.83, 21512.76, 0.36, 
2019-03-27, 21:10:56, 178652, 19.99, 582.87, 21293.28, 0.36, 
2019-03-27, 21:12:15, 162937, 20.06, 584.79, 21274.13, 0.36, 
2019-03-27, 21:13:33, 173731, 20.07, 587.33, 21442.69, 0.36, 
2019-03-27, 21:14:51, 165755, 20.15, 590.55, 21606.80, 0.36, 
