 , ,,,,
QICPIC (QP0002) & LIXELL, 5.00 63.0 mm - M4 (2 ... 682 �m),,,,
Torraca_TC2,2019-02-21, 16:39:08,592,,
,,,,,
Aspect ratio (AR) vs. size ,,,,,
xm/�m,aspect ratio,,,,
270,  0.21,,265,9,
280,  0.23,,275,21,
290,  0.25,,285,14,
300,  0.26,,295,13,
310,  0.27,,305,14,
320,  1.31,,315,1039,
330,  1.35,,325,40,
340,  1.41,,335,53,
350,  1.48,,345,77,
360,  1.58,,355,99,
370,  1.71,,365,125,
380,  2.00,,375,292,
390,  2.18,,385,178,
400,  2.50,,395,324,
410,  2.79,,405,294,
420,  3.17,,415,370,
430,  3.59,,425,421,
440,  4.07,,435,489,
450, 10.98,,445,6909,
460, 11.61,,455,628,
470, 12.35,,465,735,
480, 13.17,,475,822,
490, 14.21,,485,1038,
500, 15.42,,495,1216,
510, 16.53,,505,1107,
520, 17.99,,515,1462,
530, 19.32,,525,1324,
540, 20.72,,535,1401,
550, 22.24,,545,1519,
560, 25.71,,555,3478,
570, 27.25,,565,1536,
580, 28.98,,575,1733,
590, 30.83,,585,1848,
600, 32.56,,595,1726,
610, 34.77,,605,2218,
620, 36.68,,615,1909,
630, 38.70,,625,2021,
640, 41.21,,635,2506,
650, 43.03,,645,1823,
660, 45.10,,655,2069,
670, 47.23,,665,2123,
680, 49.54,,675,2317,
690, 51.97,,685,2427,
700, 53.98,,695,2009,
710, 75.51,,705,21536,
720, 77.26,,715,1745,
730, 78.95,,725,1694,
740, 80.53,,735,1576,
750, 83.27,,745,2746,
760, 84.62,,755,1345,
770, 86.44,,765,1824,
780, 87.90,,775,1457,
790, 89.82,,785,1922,
800, 91.12,,795,1294,
810, 92.64,,805,1522,
820, 93.83,,815,1188,
830, 94.88,,825,1054,
840, 96.11,,835,1234,
850, 97.00,,845,891,
860, 97.92,,855,911,
870, 98.50,,865,589,
880, 98.88,,875,372,
890, 99.20,,885,324,
900, 99.61,,895,414,
910, 99.80,,905,188,
920, 99.90,,915,94,
930, 99.96,,925,66,
940, 99.99,,935,26,
950,100.00,,945,9,
960,100.00,,955,3,
970,100.00,,965,0,
980,100.00,,975,0,
990,100.00,,985,0,
1000,100.00,,995,0,
 ,,,,,
,,,,,
,,,,,
Distribution density (log.),,,,,
size determined for calculation:  FERET_MAX,,,,,
,,,,,
mean size,distribution,,,,
for band,density (log),,,,
xm/�m,q0lg,,,,
    1.60,0.00,,,,
    2.35,0.00,,,,
    2.70,1.52,,,,
    3.31,0.23,,,,
    4.04,0.68,,,,
    4.94,0.03,,,,
    6.04,0.37,,,,
    7.39,0.24,,,,
    9.04,0.26,,,,
   11.05,0.30,,,,
   13.51,0.29,,,,
   16.52,0.31,,,,
   20.20,0.50,,,,
   24.70,0.75,,,,
   30.20,1.05,,,,
   36.93,1.25,,,,
   45.16,1.33,,,,
   55.22,1.09,,,,
   67.52,0.69,,,,
   82.56,0.35,,,,
  100.95,0.13,,,,
  123.43,0.04,,,,
  150.93,0.01,,,,
  184.54,0.00,,,,
  225.65,0.00,,,,
  275.91,0.00,,,,
  337.37,0.00,,,,
  412.52,0.00,,,,
  504.41,0.00,,,,
  616.76,0.00,,,,
 2183.03,0.00,,,,
 ,,,,,
,,,,,
,,,,,
distribution density (lin.),,,,,
size determined for calculation:  FERET_MAX,,,,,
mean size,distribution,,,,
for band,density (linear),,,,
xm/�m,q0/1/mm,,,,
    1.69,0,,,,
    2.35,0,,,,
    2.72,244470,,,,
    3.32,30186,,,,
    4.06,73028,,,,
    4.97,2764,,,,
    6.08,26473,,,,
    7.43,13871,,,,
    9.08,12634,,,,
   11.11,11741,,,,
   13.58,9359,,,,
   16.61,8196,,,,
   20.30,10833,,,,
   24.83,13160,,,,
   30.36,15043,,,,
   37.12,14651,,,,
   45.39,12769,,,,
   55.50,8572,,,,
   67.86,4452,,,,
   82.97,1843,,,,
  101.46,573,,,,
  124.06,152,,,,
  151.69,39,,,,
  185.48,3,,,,
  226.79,1,,,,
  277.31,0,,,,
  339.08,0,,,,
  414.61,0,,,,
  506.96,0,,,,
  619.88,0,,,,
 3834.87,0,,,,
,,,,,
,,,,,
Particles in QICPIC calculation,,,,,
76961,,,,,
,,,,,
,,,,,
,,,,,
 , ,,,,
QICPIC (QP0002) & LIXELL, 5.00 63.0 mm - M4 (2 ... 682 �m),,,,
Torraca_TC2,2019-02-21, 16:58:01,507,,
,,,,,
Aspect ratio (AR) vs. size ,,,,,
xm/�m,aspect ratio,,,,
1.41, ,,,,
2.21, ,,,,
2.70,0.71 ,,,,
3.31,0.71 ,,,,
4.04,0.45 ,,,,
4.94,0.45 ,,,,
6.04,0.59 ,,,,
7.39,0.60 ,,,,
9.04,0.58 ,,,,
11.05,0.64 ,,,,
13.51,0.68 ,,,,
16.52,0.72 ,,,,
20.20,0.72 ,,,,
24.70,0.71 ,,,,
30.20,0.69 ,,,,
36.93,0.67 ,,,,
45.16,0.65 ,,,,
55.22,0.63 ,,,,
67.52,0.59 ,,,,
82.56,0.57 ,,,,
100.95,0.55 ,,,,
123.43,0.52 ,,,,
150.93,0.49 ,,,,
184.54,0.47 ,,,,
225.65, ,,,,
275.91, ,,,,
337.37, ,,,,
412.52,0.44 ,,,,
504.41, ,,,,
616.76, ,,,,
2183.03, ,,,,
 ,,,,,
,,,,,
,,,,,
AR cumulative distribution,Mean AR density,,,,
aspect ratio,cumulative,,mean aspect ratio,distribution,
distribution,distribution,,,,
aO,Q0 / %,,,am,q0
10,  0.00,,5,0,
20,  0.00,,15,0,
30,  0.00,,25,0,
40,  0.00,,35,0,
50,  0.00,,45,0,
60,  0.00,,55,0,
70,  0.00,,65,0,
80,  0.00,,75,0,
90,  0.00,,85,0,
100,  0.00,,95,0,
110,  0.00,,105,0,
120,  0.00,,115,0,
130,  0.00,,125,0,
140,  0.00,,135,0,
150,  0.00,,145,1,
160,  0.00,,155,0,
170,  0.00,,165,3,
180,  0.00,,175,0,
190,  0.00,,185,0,
200,  0.03,,195,24,
210,  0.03,,205,0,
220,  0.03,,215,0,
230,  0.03,,225,0,
240,  0.03,,235,1,
250,  0.20,,245,171,
260,  0.20,,255,4,
270,  0.20,,265,0,
280,  0.22,,275,20,
290,  0.23,,285,9,
300,  0.24,,295,9,
310,  0.25,,305,11,
320,  1.34,,315,1086,
330,  1.39,,325,55,
340,  1.43,,335,38,
350,  1.49,,345,56,
360,  1.56,,355,69,
370,  1.68,,365,117,
380,  1.94,,375,265,
390,  2.11,,385,170,
400,  2.39,,395,277,
410,  2.69,,405,301,
420,  3.03,,415,345,
430,  3.45,,425,416,
440,  3.95,,435,498,
450, 10.91,,445,6965,
460, 11.54,,455,632,
470, 12.28,,465,735,
480, 13.14,,475,861,
490, 14.13,,485,989,
500, 15.26,,495,1127,
510, 16.37,,505,1117,
520, 17.81,,515,1440,
530, 19.01,,525,1196,
540, 20.50,,535,1496,
550, 22.05,,545,1547,
560, 25.57,,555,3522,
570, 27.13,,565,1554,
580, 28.87,,575,1741,
590, 30.64,,585,1771,
600, 32.37,,595,1727,
610, 34.48,,605,2115,
620, 36.24,,615,1761,
630, 38.20,,625,1961,
640, 40.73,,635,2529,
650, 42.48,,645,1747,
660, 44.47,,655,1991,
670, 46.44,,665,1974,
680, 48.72,,675,2272,
690, 51.09,,685,2372,
700, 53.18,,695,2093,
710, 75.28,,705,22102,
720, 77.09,,715,1810,
730, 78.80,,725,1702,
740, 80.48,,735,1685,
750, 83.05,,745,2571,
760, 84.48,,755,1428,
770, 86.24,,765,1761,
780, 87.68,,775,1438,
790, 89.62,,785,1945,
800, 90.96,,795,1340,
810, 92.47,,805,1511,
820, 93.65,,815,1179,
830, 94.64,,825,983,
840, 95.92,,835,1279,
850, 96.82,,845,906,
860, 97.77,,855,953,
870, 98.44,,865,670,
880, 98.84,,875,397,
890, 99.19,,885,348,
900, 99.63,,895,439,
910, 99.81,,905,179,
920, 99.90,,915,97,
930, 99.96,,925,59,
940, 99.98,,935,22,
950, 99.99,,945,10,
960,100.00,,955,5,
970,100.00,,965,0,
980,100.00,,975,0,
990,100.00,,985,0,
1000,100.00,,995,0,
 ,,,,,
,,,,,
,,,,,
Distribution density (log.),,,,,
size determined for calculation:  FERET_MAX,,,,,
,,,,,
mean size,distribution,,,,
for band,density (log),,,,
xm/�m,q0lg,,,,
    1.60,0.00,,,,
    2.35,0.00,,,,
    2.70,1.57,,,,
    3.31,0.24,,,,
    4.04,0.70,,,,
    4.94,0.03,,,,
    6.04,0.38,,,,
    7.39,0.23,,,,
    9.04,0.25,,,,
   11.05,0.29,,,,
   13.51,0.30,,,,
   16.52,0.33,,,,
   20.20,0.47,,,,
   24.70,0.74,,,,
   30.20,0.99,,,,
   36.93,1.20,,,,
   45.16,1.33,,,,
   55.22,1.13,,,,
   67.52,0.75,,,,
   82.56,0.36,,,,
  100.95,0.12,,,,
  123.43,0.04,,,,
  150.93,0.01,,,,
  184.54,0.00,,,,
  225.65,0.00,,,,
  275.91,0.00,,,,
  337.37,0.00,,,,
  412.52,0.00,,,,
  504.41,0.00,,,,
  616.76,0.00,,,,
 2183.03,0.00,,,,
 ,,,,,
,,,,,
,,,,,
distribution density (lin.),,,,,
size determined for calculation:  FERET_MAX,,,,,
mean size,distribution,,,,
for band,density (linear),,,,
xm/�m,q0/1/mm,,,,
    1.69,0,,,,
    2.35,0,,,,
    2.72,250999,,,,
    3.32,30992,,,,
    4.06,74568,,,,
    4.97,2822,,,,
    6.08,26978,,,,
    7.43,13518,,,,
    9.08,11974,,,,
   11.11,11364,,,,
   13.58,9615,,,,
   16.61,8643,,,,
   20.30,10084,,,,
   24.83,13070,,,,
   30.36,14182,,,,
   37.12,14087,,,,
   45.39,12810,,,,
   55.50,8839,,,,
   67.86,4814,,,,
   82.97,1884,,,,
  101.46,525,,,,
  124.06,136,,,,
  151.69,30,,,,
  185.48,5,,,,
  226.79,0,,,,
  277.31,0,,,,
  339.08,0,,,,
  414.61,0,,,,
  506.96,0,,,,
  619.88,0,,,,
 3834.87,0,,,,
,,,,,
,,,,,
Particles in QICPIC calculation,,,,,
78360,,,,,
,,,,,
,,,,,
,,,,,
 , ,,,,
QICPIC (QP0002) & LIXELL, 5.00 63.0 mm - M4 (2 ... 682 �m),,,,
Torraca_TC2,2019-02-21, 16:59:16,755,,
,,,,,
Aspect ratio (AR) vs. size ,,,,,
xm/�m,aspect ratio,,,,
1.41, ,,,,
2.21, ,,,,
2.70,0.71 ,,,,
3.31,0.71 ,,,,
4.04,0.45 ,,,,
4.94,0.45 ,,,,
6.04,0.59 ,,,,
7.39,0.60 ,,,,
9.04,0.57 ,,,,
11.05,0.63 ,,,,
13.51,0.66 ,,,,
16.52,0.71 ,,,,
20.20,0.71 ,,,,
24.70,0.71 ,,,,
30.20,0.69 ,,,,
36.93,0.67 ,,,,
45.16,0.65 ,,,,
55.22,0.63 ,,,,
67.52,0.60 ,,,,
82.56,0.56 ,,,,
100.95,0.53 ,,,,
123.43,0.55 ,,,,
150.93,0.52 ,,,,
184.54,0.51 ,,,,
225.65, ,,,,
275.91, ,,,,
337.37,0.77 ,,,,
412.52, ,,,,
504.41, ,,,,
616.76,0.10 ,,,,
2183.03, ,,,,
 ,,,,,
,,,,,
,,,,,
AR cumulative distribution,Mean AR density,,,,
aspect ratio,cumulative,,mean aspect ratio,distribution,
distribution,distribution,,,,
aO,Q0 / %,,,am,q0
10,  0.00,,5,0,
20,  0.00,,15,0,
30,  0.00,,25,0,
40,  0.00,,35,0,
50,  0.00,,45,0,
60,  0.00,,55,0,
70,  0.00,,65,0,
80,  0.00,,75,0,
90,  0.00,,85,0,
100,  0.00,,95,0,
110,  0.00,,105,1,
120,  0.00,,115,0,
130,  0.00,,125,0,
140,  0.00,,135,0,
150,  0.00,,145,1,
160,  0.00,,155,0,
170,  0.01,,165,4,
180,  0.01,,175,0,
190,  0.01,,185,0,
200,  0.03,,195,22,
210,  0.03,,205,0,
220,  0.03,,215,1,
230,  0.03,,225,0,
240,  0.03,,235,0,
250,  0.24,,245,207,
260,  0.24,,255,0,
270,  0.24,,265,0,
280,  0.25,,275,9,
290,  0.25,,285,4,
300,  0.26,,295,8,
310,  0.28,,305,19,
320,  1.42,,315,1143,
330,  1.47,,325,49,
340,  1.50,,335,34,
350,  1.56,,345,61,
360,  1.64,,355,76,
370,  1.77,,365,132,
380,  2.06,,375,286,
390,  2.23,,385,174,
400,  2.49,,395,255,
410,  2.74,,405,256,
420,  3.08,,415,341,
430,  3.51,,425,421,
440,  4.00,,435,499,
450, 11.10,,445,7099,
460, 11.73,,455,629,
470, 12.49,,465,763,
480, 13.30,,475,808,
490, 14.33,,485,1026,
500, 15.55,,495,1219,
510, 16.59,,505,1042,
520, 17.91,,515,1318,
530, 19.19,,525,1283,
540, 20.58,,535,1389,
550, 21.93,,545,1352,
560, 25.43,,555,3502,
570, 27.02,,565,1585,
580, 28.72,,575,1705,
590, 30.47,,585,1748,
600, 32.22,,595,1751,
610, 34.36,,605,2135,
620, 36.12,,615,1759,
630, 38.14,,625,2021,
640, 40.61,,635,2469,
650, 42.37,,645,1766,
660, 44.46,,655,2090,
670, 46.40,,665,1940,
680, 48.76,,675,2358,
690, 51.03,,685,2270,
700, 52.99,,695,1959,
710, 75.47,,705,22478,
720, 77.21,,715,1739,
730, 78.94,,725,1729,
740, 80.61,,735,1674,
750, 83.14,,745,2526,
760, 84.53,,755,1387,
770, 86.34,,765,1818,
780, 87.72,,775,1379,
790, 89.62,,785,1901,
800, 90.88,,795,1260,
810, 92.43,,805,1550,
820, 93.66,,815,1228,
830, 94.71,,825,1049,
840, 95.94,,835,1230,
850, 96.81,,845,865,
860, 97.75,,855,944,
870, 98.38,,865,631,
880, 98.82,,875,439,
890, 99.13,,885,312,
900, 99.56,,895,425,
910, 99.74,,905,185,
920, 99.89,,915,150,
930, 99.96,,925,71,
940, 99.99,,935,26,
950,100.00,,945,10,
960,100.00,,955,1,
970,100.00,,965,0,
980,100.00,,975,0,
990,100.00,,985,0,
1000,100.00,,995,0,
 ,,,,,
,,,,,
,,,,,
Distribution density (log.),,,,,
size determined for calculation:  FERET_MAX,,,,,
,,,,,
mean size,distribution,,,,
for band,density (log),,,,
xm/�m,q0lg,,,,
    1.60,0.00,,,,
    2.35,0.00,,,,
    2.70,1.60,,,,
    3.31,0.24,,,,
    4.04,0.70,,,,
    4.94,0.03,,,,
    6.04,0.39,,,,
    7.39,0.23,,,,
    9.04,0.26,,,,
   11.05,0.29,,,,
   13.51,0.29,,,,
   16.52,0.30,,,,
   20.20,0.49,,,,
   24.70,0.72,,,,
   30.20,0.98,,,,
   36.93,1.19,,,,
   45.16,1.34,,,,
   55.22,1.13,,,,
   67.52,0.72,,,,
   82.56,0.37,,,,
  100.95,0.13,,,,
  123.43,0.04,,,,
  150.93,0.01,,,,
  184.54,0.00,,,,
  225.65,0.00,,,,
  275.91,0.00,,,,
  337.37,0.00,,,,
  412.52,0.00,,,,
  504.41,0.00,,,,
  616.76,0.00,,,,
 2183.03,0.00,,,,
 ,,,,,
,,,,,
,,,,,
distribution density (lin.),,,,,
size determined for calculation:  FERET_MAX,,,,,
mean size,distribution,,,,
for band,density (linear),,,,
xm/�m,q0/1/mm,,,,
    1.69,0,,,,
    2.35,0,,,,
    2.72,256093,,,,
    3.32,31621,,,,
    4.06,75138,,,,
    4.97,2843,,,,
    6.08,27858,,,,
    7.43,13445,,,,
    9.08,12420,,,,
   11.11,11406,,,,
   13.58,9340,,,,
   16.61,8000,,,,
   20.30,10481,,,,
   24.83,12644,,,,
   30.36,14077,,,,
   37.12,13947,,,,
   45.39,12822,,,,
   55.50,8891,,,,
   67.86,4619,,,,
   82.97,1923,,,,
  101.46,563,,,,
  124.06,150,,,,
  151.69,23,,,,
  185.48,3,,,,
  226.79,0,,,,
  277.31,0,,,,
  339.08,0,,,,
  414.61,0,,,,
  506.96,0,,,,
  619.88,0,,,,
 3834.87,0,,,,
,,,,,
,,,,,
Particles in QICPIC calculation,,,,,
77223,,,,,
,,,,,
,,,,,
,,,,,
 , ,,,,
QICPIC (QP0002) & LIXELL, 5.00 63.0 mm - M4 (2 ... 682 �m),,,,
Torraca_TC2,2019-02-21, 17:00:31,860,,
,,,,,
Aspect ratio (AR) vs. size ,,,,,
xm/�m,aspect ratio,,,,
1.41, ,,,,
2.21, ,,,,
2.70,0.71 ,,,,
3.31,0.71 ,,,,
4.04,0.45 ,,,,
4.94,0.45 ,,,,
6.04,0.59 ,,,,
7.39,0.60 ,,,,
9.04,0.57 ,,,,
11.05,0.65 ,,,,
13.51,0.68 ,,,,
16.52,0.71 ,,,,
20.20,0.72 ,,,,
24.70,0.71 ,,,,
30.20,0.69 ,,,,
36.93,0.67 ,,,,
45.16,0.65 ,,,,
55.22,0.62 ,,,,
67.52,0.60 ,,,,
82.56,0.56 ,,,,
100.95,0.56 ,,,,
123.43,0.53 ,,,,
150.93,0.48 ,,,,
184.54,0.47 ,,,,
225.65, ,,,,
275.91, ,,,,
337.37, ,,,,
412.52, ,,,,
504.41, ,,,,
616.76, ,,,,
2183.03,0.13 ,,,,
 ,,,,,
,,,,,
,,,,,
AR cumulative distribution,Mean AR density,,,,
aspect ratio,cumulative,,mean aspect ratio,distribution,
distribution,distribution,,,,
aO,Q0 / %,,,am,q0
10,  0.00,,5,0,
20,  0.00,,15,0,
30,  0.00,,25,0,
40,  0.00,,35,0,
50,  0.00,,45,0,
60,  0.00,,55,0,
70,  0.00,,65,0,
80,  0.00,,75,0,
90,  0.00,,85,0,
100,  0.00,,95,0,
110,  0.00,,105,0,
120,  0.00,,115,0,
130,  0.00,,125,0,
140,  0.00,,135,1,
150,  0.00,,145,0,
160,  0.00,,155,0,
170,  0.00,,165,1,
180,  0.01,,175,3,
190,  0.01,,185,1,
200,  0.02,,195,17,
210,  0.02,,205,0,
220,  0.03,,215,5,
230,  0.03,,225,4,
240,  0.04,,235,5,
250,  0.22,,245,184,
260,  0.23,,255,4,
270,  0.23,,265,7,
280,  0.25,,275,21,
290,  0.26,,285,11,
300,  0.27,,295,8,
310,  0.28,,305,12,
320,  1.37,,315,1087,
330,  1.43,,325,56,
340,  1.47,,335,42,
350,  1.52,,345,49,
360,  1.63,,355,107,
370,  1.76,,365,130,
380,  1.99,,375,231,
390,  2.17,,385,185,
400,  2.46,,395,284,
410,  2.74,,405,288,
420,  3.08,,415,337,
430,  3.49,,425,406,
440,  3.98,,435,488,
450, 11.07,,445,7094,
460, 11.80,,455,731,
470, 12.57,,465,767,
480, 13.38,,475,811,
490, 14.38,,485,996,
500, 15.55,,495,1176,
510, 16.64,,505,1087,
520, 18.05,,515,1407,
530, 19.32,,525,1272,
540, 20.61,,535,1296,
550, 21.97,,545,1360,
560, 25.44,,555,3468,
570, 27.07,,565,1627,
580, 28.75,,575,1681,
590, 30.57,,585,1824,
600, 32.36,,595,1787,
610, 34.54,,605,2176,
620, 36.39,,615,1856,
630, 38.40,,625,2012,
640, 40.82,,635,2418,
650, 42.57,,645,1746,
660, 44.64,,655,2071,
670, 46.52,,665,1880,
680, 48.79,,675,2267,
690, 51.19,,685,2403,
700, 53.23,,695,2037,
710, 75.56,,705,22334,
720, 77.30,,715,1741,
730, 79.08,,725,1776,
740, 80.69,,735,1615,
750, 83.31,,745,2619,
760, 84.70,,755,1390,
770, 86.41,,765,1710,
780, 87.78,,775,1365,
790, 89.66,,785,1886,
800, 90.92,,795,1261,
810, 92.54,,805,1616,
820, 93.73,,815,1193,
830, 94.75,,825,1021,
840, 95.95,,835,1198,
850, 96.89,,845,939,
860, 97.85,,855,955,
870, 98.50,,865,651,
880, 98.90,,875,406,
890, 99.21,,885,310,
900, 99.65,,895,436,
910, 99.80,,905,149,
920, 99.89,,915,93,
930, 99.97,,925,74,
940, 99.99,,935,24,
950, 99.99,,945,4,
960,100.00,,955,4,
970,100.00,,965,3,
980,100.00,,975,0,
990,100.00,,985,0,
1000,100.00,,995,0,
 ,,,,,
,,,,,
,,,,,
Distribution density (log.),,,,,
size determined for calculation:  FERET_MAX,,,,,
,,,,,
mean size,distribution,,,,
for band,density (log),,,,
xm/�m,q0lg,,,,
    1.60,0.00,,,,
    2.35,0.00,,,,
    2.70,1.58,,,,
    3.31,0.24,,,,
    4.04,0.70,,,,
    4.94,0.03,,,,
    6.04,0.38,,,,
    7.39,0.24,,,,
    9.04,0.26,,,,
   11.05,0.29,,,,
   13.51,0.32,,,,
   16.52,0.31,,,,
   20.20,0.49,,,,
   24.70,0.70,,,,
   30.20,0.98,,,,
   36.93,1.21,,,,
   45.16,1.34,,,,
   55.22,1.12,,,,
   67.52,0.73,,,,
   82.56,0.34,,,,
  100.95,0.14,,,,
  123.43,0.05,,,,
  150.93,0.01,,,,
  184.54,0.00,,,,
  225.65,0.00,,,,
  275.91,0.00,,,,
  337.37,0.00,,,,
  412.52,0.00,,,,
  504.41,0.00,,,,
  616.76,0.00,,,,
 2183.03,0.00,,,,
 ,,,,,
,,,,,
,,,,,
distribution density (lin.),,,,,
size determined for calculation:  FERET_MAX,,,,,
mean size,distribution,,,,
for band,density (linear),,,,
xm/�m,q0/1/mm,,,,
    1.69,0,,,,
    2.35,0,,,,
    2.72,254058,,,,
    3.32,31370,,,,
    4.06,74881,,,,
    4.97,2834,,,,
    6.08,26901,,,,
    7.43,13837,,,,
    9.08,12381,,,,
   11.11,11388,,,,
   13.58,10410,,,,
   16.61,8032,,,,
   20.30,10445,,,,
   24.83,12345,,,,
   30.36,14047,,,,
   37.12,14158,,,,
   45.39,12864,,,,
   55.50,8797,,,,
   67.86,4716,,,,
   82.97,1768,,,,
  101.46,590,,,,
  124.06,168,,,,
  151.69,36,,,,
  185.48,3,,,,
  226.79,0,,,,
  277.31,0,,,,
  339.08,0,,,,
  414.61,0,,,,
  506.96,0,,,,
  619.88,0,,,,
 3834.87,0,,,,
,,,,,
,,,,,
Particles in QICPIC calculation,,,,,
75603,,,,,
,,,,,
,,,,,
,,,,,
 , ,,,,
QICPIC (QP0002) & LIXELL, 5.00 63.0 mm - M4 (2 ... 682 �m),,,,
Torraca_TC2,2019-02-21, 17:01:47,106,,
,,,,,
Aspect ratio (AR) vs. size ,,,,,
xm/�m,aspect ratio,,,,
1.41, ,,,,
2.21, ,,,,
2.70,0.71 ,,,,
3.31,0.71 ,,,,
4.04,0.45 ,,,,
4.94,0.45 ,,,,
6.04,0.59 ,,,,
7.39,0.60 ,,,,
9.04,0.57 ,,,,
11.05,0.63 ,,,,
13.51,0.67 ,,,,
16.52,0.72 ,,,,
20.20,0.72 ,,,,
24.70,0.71 ,,,,
30.20,0.69 ,,,,
36.93,0.67 ,,,,
45.16,0.66 ,,,,
55.22,0.63 ,,,,
67.52,0.60 ,,,,
82.56,0.56 ,,,,
100.95,0.54 ,,,,
123.43,0.53 ,,,,
150.93,0.52 ,,,,
184.54,0.48 ,,,,
225.65,0.59 ,,,,
275.91,0.34 ,,,,
337.37, ,,,,
412.52, ,,,,
504.41, ,,,,
616.76, ,,,,
2183.03, ,,,,
 ,,,,,
,,,,,
,,,,,
AR cumulative distribution,Mean AR density,,,,
aspect ratio,cumulative,,mean aspect ratio,distribution,
distribution,distribution,,,,
aO,Q0 / %,,,am,q0
10,  0.00,,5,0,
20,  0.00,,15,0,
30,  0.00,,25,0,
40,  0.00,,35,0,
50,  0.00,,45,0,
60,  0.00,,55,0,
70,  0.00,,65,0,
80,  0.00,,75,0,
90,  0.00,,85,0,
100,  0.00,,95,1,
110,  0.00,,105,1,
120,  0.00,,115,0,
130,  0.00,,125,0,
140,  0.00,,135,0,
150,  0.00,,145,1,
160,  0.00,,155,0,
170,  0.01,,165,3,
180,  0.01,,175,1,
190,  0.01,,185,0,
200,  0.03,,195,22,
210,  0.03,,205,1,
220,  0.04,,215,5,
230,  0.04,,225,0,
240,  0.04,,235,1,
250,  0.23,,245,188,
260,  0.23,,255,1,
270,  0.23,,265,4,
280,  0.24,,275,12,
290,  0.25,,285,12,
300,  0.26,,295,7,
310,  0.28,,305,21,
320,  1.39,,315,1107,
330,  1.44,,325,48,
340,  1.48,,335,42,
350,  1.53,,345,48,
360,  1.59,,355,63,
370,  1.71,,365,124,
380,  1.99,,375,280,
390,  2.14,,385,143,
400,  2.37,,395,236,
410,  2.61,,405,241,
420,  2.95,,415,333,
430,  3.34,,425,389,
440,  3.79,,435,452,
450, 10.70,,445,6916,
460, 11.34,,455,632,
470, 12.09,,465,754,
480, 12.90,,475,812,
490, 13.88,,485,982,
500, 14.98,,495,1096,
510, 16.04,,505,1064,
520, 17.32,,515,1275,
530, 18.61,,525,1295,
540, 20.02,,535,1404,
550, 21.56,,545,1541,
560, 25.02,,555,3460,
570, 26.61,,565,1587,
580, 28.25,,575,1647,
590, 29.97,,585,1722,
600, 31.73,,595,1761,
610, 33.84,,605,2102,
620, 35.75,,615,1908,
630, 37.73,,625,1985,
640, 40.25,,635,2522,
650, 42.04,,645,1790,
660, 44.02,,655,1981,
670, 46.03,,665,2006,
680, 48.39,,675,2359,
690, 50.68,,685,2286,
700, 52.63,,695,1954,
710, 74.90,,705,22269,
720, 76.73,,715,1835,
730, 78.55,,725,1813,
740, 80.20,,735,1652,
750, 82.89,,745,2689,
760, 84.34,,755,1458,
770, 86.14,,765,1795,
780, 87.61,,775,1471,
790, 89.50,,785,1894,
800, 90.86,,795,1355,
810, 92.53,,805,1666,
820, 93.74,,815,1211,
830, 94.75,,825,1012,
840, 96.03,,835,1280,
850, 96.96,,845,929,
860, 97.87,,855,913,
870, 98.47,,865,603,
880, 98.88,,875,403,
890, 99.21,,885,331,
900, 99.65,,895,439,
910, 99.80,,905,154,
920, 99.89,,915,90,
930, 99.97,,925,82,
940, 99.99,,935,17,
950,100.00,,945,8,
960,100.00,,955,3,
970,100.00,,965,0,
980,100.00,,975,0,
990,100.00,,985,0,
1000,100.00,,995,0,
 ,,,,,
,,,,,
,,,,,
Distribution density (log.),,,,,
size determined for calculation:  FERET_MAX,,,,,
,,,,,
mean size,distribution,,,,
for band,density (log),,,,
xm/�m,q0lg,,,,
    1.60,0.00,,,,
    2.35,0.00,,,,
    2.70,1.58,,,,
    3.31,0.24,,,,
    4.04,0.69,,,,
    4.94,0.03,,,,
    6.04,0.38,,,,
    7.39,0.23,,,,
    9.04,0.26,,,,
   11.05,0.27,,,,
   13.51,0.29,,,,
   16.52,0.31,,,,
   20.20,0.48,,,,
   24.70,0.69,,,,
   30.20,0.98,,,,
   36.93,1.21,,,,
   45.16,1.36,,,,
   55.22,1.14,,,,
   67.52,0.75,,,,
   82.56,0.36,,,,
  100.95,0.15,,,,
  123.43,0.04,,,,
  150.93,0.01,,,,
  184.54,0.00,,,,
  225.65,0.00,,,,
  275.91,0.00,,,,
  337.37,0.00,,,,
  412.52,0.00,,,,
  504.41,0.00,,,,
  616.76,0.00,,,,
 2183.03,0.00,,,,
 ,,,,,
,,,,,
,,,,,
distribution density (lin.),,,,,
size determined for calculation:  FERET_MAX,,,,,
mean size,distribution,,,,
for band,density (linear),,,,
xm/�m,q0/1/mm,,,,
    1.69,0,,,,
    2.35,0,,,,
    2.72,253807,,,,
    3.32,31339,,,,
    4.06,73720,,,,
    4.97,2790,,,,
    6.08,27296,,,,
    7.43,13431,,,,
    9.08,12294,,,,
   11.11,10451,,,,
   13.58,9206,,,,
   16.61,8039,,,,
   20.30,10274,,,,
   24.83,12133,,,,
   30.36,14050,,,,
   37.12,14237,,,,
   45.39,13062,,,,
   55.50,8986,,,,
   67.86,4784,,,,
   82.97,1915,,,,
  101.46,651,,,,
  124.06,141,,,,
  151.69,33,,,,
  185.48,6,,,,
  226.79,0,,,,
  277.31,0,,,,
  339.08,0,,,,
  414.61,0,,,,
  506.96,0,,,,
  619.88,0,,,,
